,No,IP,EA,BG,smiles
160,C81.6,4.7677362,3.2186709,1.5490652999999994,c12c(cc3c(c1)c1c(cc3C#N)cccc1)cc1c(c2)cc2c(c1)cc1c(c2)cc2c(c1)cccc2
161,C71.7,5.0278638,3.1993518,1.828512,c12c(c(c3c(c1)c1c(cc3)cccc1)C#N)cc1c(c2)cc2c(c1)cc1c(c2)cccc1
162,C735,5.217789600000001,3.0428943,2.1748953000000006,c1cc2c(cc1)cc1cc3cc4c(cc(c5c4ccc4c5cccc4)C#N)cc3cc1c2
163,C8115,5.603627400000001,2.6867154,2.9169120000000004,c1cc2c(cc1)c1c(cc2)c2cc3cc4c5ccccc5c5ccccc5c4cc3cc2c(c1)C#N
164,C777,5.3845869,2.6061738,2.7784131000000003,c1cc2c(cc1)cc1cc3c(ccc4c3ccc3c4c4c(cc(cc4)C#N)cc3)cc1c2
165,C8147,5.2956102,2.9310612,2.364549,c1cc2cc3cc4c(cc3cc2cc1)c1cc2cc3cc5c(cccc5)cc3cc2cc1cc4C#N
166,C7171,5.9391267,2.1961191,3.7430076,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(cc1)c1c(ccc(c1)C#N)cc2
167,C891,4.9620156,3.0243915,1.9376241,c1cc2c(cc1)cc1cc3cc4cc5c(cc4cc3cc1c2)c1c(c(ccc1)C#N)c1c5cccc1
168,C825,4.968546000000001,3.0243915,1.9441545000000005,c1cc2cc3c(cc2cc1)cc1cc2cc4c(ccc5c4cc4cc(ccc4c5)C#N)cc2cc1c3
169,C744,5.3301669,2.7974601,2.5327068,c1cc2c(c3c(cc2cc1)c1c(cc3)c2cc3cc4ccccc4cc3cc2cc1)C#N
170,C836,4.992490800000001,3.2077869,1.7847039000000002,c1cc2c(cc1)cc1cc3cc4cc5c(cc(c6c5ccc5c6cccc5)C#N)cc4cc3cc1c2
171,C824,4.8822903,2.9536455,1.9286448000000005,c1cc2cc3c(cc2cc1)cc1cc2cc4c(ccc5c4c(c4ccccc4c5)C#N)cc2cc1c3
172,C8134,5.479005600000001,2.6083506,2.870655,c1cc2cc3cc4c5ccccc5c5c(ccc6c5c5c(cccc5)c(c6)C#N)c4cc3cc2cc1
173,C81.13,4.8803856,3.3422043,1.5381813,c12c(cc3c(c1)c1c(cc3)cccc1)cc1c(c2)cc2c(c1)cc1c(c2)cc2c(c1)cc(cc2)C#N
174,C8127,5.9040258,2.3234619,3.5805639000000005,c1cc2c(cc1)c1c(cc2C#N)c2c(cc1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(cccc2)cc1
175,C7143,5.6033553000000005,2.5506654,3.0526899,c1cc2cc3c4cc(ccc4c4c5cc6c(cccc6)cc5ccc4c3cc2cc1)C#N
176,C71.10,5.0635089,3.2428878,1.8206211000000003,c12c(cc3c(c1)c1c(cc3)cccc1)cc1c(c2)cc2c(c1)c(c1c(c2)cccc1)C#N
177,C71.16,5.0988819,3.281526,1.8173559,c1cc2c(cc1)cc1c(c3cc4cc5c(ccc6c5cccc6)cc4cc3cc1c2)C#N
178,C7182,6.0291918,2.3748888,3.654303,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(c3ccccc23)c2c(cccc2)c(c1)C#N
179,C7184,5.9121888,2.2870005,3.625188300000001,c1cc2c(cc1)c1c(cc2)c2c(c(c1)C#N)c1c(c3ccccc23)c2c(cccc2)cc1
180,C855,5.071944,2.9560944,2.1158496,c1cc2c(cc1)cc1cc3cc4c(ccc5c4c4cc6ccccc6cc4cc5C#N)cc3cc1c2
181,C7101,5.7013113,2.5139319,3.1873794,c1cc2cc3c(cc2cc1C#N)c1cc2c(cc1cc3)c1cc3c(cccc3)cc1cc2
182,C8131,5.5941039,2.7585498,2.8355541,c1(cc2cc3cc4c5ccccc5c5c(ccc6c5c5c(cccc5)cc6)c4cc3cc2cc1)C#N
183,C889,5.633014200000001,2.6576007,2.9754135,c1cc2cc3c(cc2cc1)c1c(cc3C#N)c2c(cc1)cc1c(ccc3c1ccc1c3cccc1)c2
184,C727,5.2909845,2.9544618,2.3365227000000006,c1cc2cc3c(cc2cc1)c1cc2cc4cc5ccccc5cc4cc2cc1cc3C#N
185,C886,5.5843083,2.5778754000000004,3.0064329,c1cc2cc3c(cc2cc1)c1c(cc3)c2c(cc1)cc1c(cc(c3c1ccc1c3cccc1)C#N)c2
186,C81.5,4.8441963,3.3057429000000003,1.5384534,c12c(cc3c(c1)c1c(c(c3)C#N)cccc1)cc1c(c2)cc2c(c1)cc1c(c2)cc2c(c1)cccc2
187,C7114,5.6610405,2.5147482,3.1462923000000003,c1cc2c(cc1)cc1c(cc(c3c1ccc1c3ccc3cc4ccccc4cc13)C#N)c2
188,C765,5.4583260000000005,2.5688961,2.8894299,c1cc2c(cc1)cc1cc3c(ccc4c3cc3ccc5c(ccc(c5)C#N)c3c4)cc1c2
189,C757,5.403361800000001,3.0382686,2.3650932000000005,c1cc2c(cc1)c1cc3cc4cc5c(ccc6ccccc56)cc4c(c3cc1cc2)C#N
190,C8157,5.095344600000001,3.1476528000000004,1.9476918,c1cc2c(cc1)c1cc3cc4cc5c(c6c(cc5cc4cc3cc1cc2)c1c(cccc1)cc6)C#N
191,C723,5.2689444000000005,2.9770461,2.2918983000000006,c1cc2cc3c(cc2cc1)c1c(c2cc4cc5ccccc5cc4cc2cc1cc3)C#N
192,C8111,5.6101578000000005,2.7792294,2.8309284000000003,c1cc2c(cc1)c1c(cc2)c2c(c3cc4c5ccccc5c5ccccc5c4cc3cc2cc1)C#N
193,C7178,5.9179029,2.2363899000000003,3.681513,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(cc1)c1c(c(ccc1)C#N)cc2
194,C81.14,4.8801135,3.3422043,1.5379092000000003,c12c(cc3c(c1)c1c(cc3)cccc1)cc1c(c2)cc2c(c1)cc1c(c2)cc2c(c1)ccc(c2)C#N
195,C725,5.1816003,2.7868482,2.3947521,c1c(c2cc3c(cc2cc1)c1cc2cc4cc5ccccc5cc4cc2cc1cc3)C#N
196,C7172,5.8395381,2.2295874,3.6099507,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(cc1)c1c(cccc1C#N)cc2
197,C877,5.4893454,2.7612708,2.7280746,c1cc2cc3c(cc2cc1)c1cc2c(cc1cc3)c1cc3cc4c(cccc4)cc3cc1cc2C#N
198,C784,5.6087973,2.4780147,3.1307826000000003,c1cc2cc3c(cc2cc1C#N)c1cc2cc4c(ccc5ccccc45)cc2cc1cc3
199,C81.18,4.9228332,3.4129503000000003,1.5098828999999996,c12c(cc3c(c1)c1c(cc3)cccc1)cc1c(c2)c(c2c(c1)cc1c(c2)cc2c(c1)cccc2)C#N
200,C8137,5.4264903,2.4921639,2.9343264,c1cc2cc3cc4c5cccc(c5c5c(ccc6c5c5c(cccc5)cc6)c4cc3cc2cc1)C#N
201,C741,5.4245856,2.8853484,2.5392372000000005,c1cc2cc3c(cc2cc1)c1c(cc3)c2cc3cc4cc(ccc4cc3cc2cc1)C#N
202,C837,4.926098400000001,3.1264290000000003,1.7996694000000002,c1cc2c(cc1)cc1cc3cc4cc5c(c(cc6c5ccc5c6cccc5)C#N)cc4cc3cc1c2
203,C81.19,4.8855555,3.3789378,1.5066176999999998,c12c(cc3c(c1)c1c(cc3)cccc1)cc1c(c2C#N)cc2c(c1)cc1c(c2)cc2c(c1)cccc2
204,C7116,5.7350517000000005,2.6184183,3.1166334000000004,c1cc2c(cc1)cc1c(ccc3c1ccc1c3ccc3cc4ccccc4cc13)c2C#N
205,C754,5.2839099,2.8099767,2.4739332000000003,c1cc2c(cc1)c1cc3cc4cc5c(ccc6c(cccc56)C#N)cc4cc3cc1cc2
206,C884,5.586213000000001,2.6527029,2.9335101000000003,c1cc2cc3c(cc2cc1)c1c(cc3)c2c(cc1)c(c1c(ccc3c1ccc1c3cccc1)c2)C#N
207,C8102,5.5990017000000005,2.3751609000000005,3.2238408,c1cc2c(cc1)c1c(cc3cc4c(cc3c1)c1c(cccc1)c1c4cccc1)c1c(cccc21)C#N
208,C7125,5.6128788,2.8268469,2.7860319,c1cc2c(cc1)c1c(cc2)cc2c(c3ccc4c(ccc5c4cccc5)c3cc2c1)C#N
209,C7121,5.5546494,2.7895692000000003,2.7650802,c1cc2c(cc1)c1c(cc2)cc2cc3ccc4c(ccc5c4cccc5)c3cc2c1C#N
210,C7193,6.027287100000001,2.0997957,3.927491400000001,c1cc2c(cc1)c1c(c3c2cccc3)c2c(cc1)c1c(c(ccc1)C#N)c1c2cccc1
211,C81.11,4.8665085,3.3585303,1.5079782000000004,c12c(cc3c(c1)c1c(cc3)cccc1)cc1c(c2)cc2c(c1)cc1c(c2)cc2c(c1C#N)cccc2
212,C7173,5.985655800000001,2.2728513,3.7128045000000007,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(c(c1)C#N)c1c(cccc1)cc2
213,C873,5.333976300000001,2.5395093,2.7944670000000005,c1cc2cc3c(cc2cc1)c1cc2c(c(c1cc3)C#N)c1cc3cc4c(cccc4)cc3cc1cc2
214,C7112,5.651517,2.6146089,3.0369081,c1cc2c(cc1)c(c1c(ccc3c1ccc1c3ccc3cc4ccccc4cc13)c2)C#N
215,C7174,5.896679100000001,2.3025102,3.594168900000001,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(cc1C#N)c1c(cccc1)cc2
216,C71.9,5.1040518,3.284247,1.8198048,c12c(cc3c(c1)c1c(cc3)cccc1)cc1c(c2)cc2c(c1C#N)cc1c(c2)cccc1
217,C8156,5.022149700000001,3.0292893,1.9928604000000003,c1cc2c(cc1)c1cc3cc4cc5cc6c(cc5cc4cc3cc1cc2)c1c(cccc1)cc6C#N
218,C7187,5.790288,2.2124451,3.5778429,c1cc2c(cc1)c1c(c(c2)C#N)c2c(cc1)c1c(c3ccccc23)c2c(cccc2)cc1
219,C892,4.9709949,3.0301056,1.9408893,c1cc2c(cc1)cc1cc3cc4cc5c(cc4cc3cc1c2)c1c(ccc(c1)C#N)c1c5cccc1
220,C844,5.0831001,2.9446662,2.1384339000000003,c1(cc2cc3c(cc2cc1)c1c(cc3)c2cc3cc4cc5ccccc5cc4cc3cc2cc1)C#N
221,C7151,5.896679100000001,2.4804636,3.4162155,c1cc2cc3c(cc2cc1)c1cc2c(cccc2)cc1c1cc2ccccc2c(c31)C#N
222,C8123,5.8259331,2.3147547000000004,3.5111784,c1cc2c(cc1)c1c(cc2)c2c(c(c1)C#N)c1c(cc2)c2c(cc1)c1c(cc2)c2c(cccc2)cc1
223,C7162,5.7625338,2.3659095,3.3966243,c1cc2c(cc1)c1cc3c(cc1cc2)c1cc2c(cc1cc3)c1c(cccc1)cc2C#N
224,C7138,5.6436261000000005,2.5607331,3.0828930000000003,c1cc2c(cc1)cc1c(ccc3c1ccc1c3cc3c(cc(c4ccccc34)C#N)c1)c2
225,C761,5.610702,2.7827667000000003,2.8279353,c1cc2c(cc1C#N)cc1cc3c(ccc4c3cc3ccc5c(cccc5)c3c4)cc1c2
226,C874,5.3165619,2.5705287,2.7460332000000003,c1cc2cc3c(cc2cc1)c1cc2c(cc1c(c3)C#N)c1cc3cc4c(cccc4)cc3cc1cc2
227,C7123,5.5734243,2.7397749,2.8336494000000005,c1cc2c(cc1)c1c(cc2)cc2cc3cc(c4c(ccc5c4cccc5)c3cc2c1)C#N
228,C781,5.6694756,2.5770591,3.0924165,c1cc2cc3c(cc2cc1)c1cc2cc4c(ccc5cc(ccc45)C#N)cc2cc1cc3
229,C7153,5.9622552,2.446179,3.5160762,c1cc2cc3c(cc2cc1)c1cc2c(cccc2)cc1c1cc2ccc(cc2cc31)C#N
230,C71.12,5.0697672,3.2113242,1.8584430000000003,c12c(cc3c(c1)c1c(cc3)cccc1)cc1c(c2)cc2c(c1)cc1c(c2)ccc(c1)C#N
231,C794,5.146771500000001,2.5204623,2.6263092,c1cc2c(cc1)cc1cc3c(ccc4c3c3c(cccc3c3c4cccc3)C#N)cc1c2
232,C796,5.2958823,2.6260371,2.6698452,c1cc2c(cc1)cc1cc3c(ccc4c3c3ccccc3c3c4cccc3C#N)cc1c2
233,C764,5.3584653,2.446179,2.9122863,c1cc2c(cc1)cc1cc3c(ccc4c3cc3c(cc5c(cccc5)c3c4)C#N)cc1c2
234,C895,5.106500700000001,3.1936377,1.912863,c1(cc2c(cc1)cc1cc3cc4cc5c(cc4cc3cc1c2)c1c(cccc1)c1c5cccc1)C#N
235,C71.11,5.0077284,3.1601694,1.8475590000000004,c12c(cc3c(c1)c1c(cc3)cccc1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1C#N
236,C871,5.5244463,2.8050789000000003,2.7193674,c1cc2cc3c(cc2cc1)c1cc2c(cc1cc3)c1cc3cc4c(ccc(c4)C#N)cc3cc1cc2
237,C8104,5.7375006,2.5280811,3.2094195,c1cc2c(cc1)c1c(cc3cc4c(cc3c1)c1c(cccc1)c1c4cccc1)c1ccc(cc21)C#N
238,C7127,5.5407723,2.6673963,2.873376,c1(cc2c(cc1)c1c(cc2)cc2cc3ccc4c(ccc5c4cccc5)c3cc2c1)C#N
239,C7185,5.9693298,2.2826469,3.6866829,c1cc2c(cc1)c1c(cc2)c2c(cc1C#N)c1c(c3ccccc23)c2c(cccc2)cc1
240,C778,5.4656727,2.767257,2.6984157,c1cc2c(cc1)cc1cc3c(cc(c4c3ccc3c4c4c(cccc4)cc3)C#N)cc1c2
241,C7181,6.0359943000000005,2.3166594,3.7193349,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(c3ccccc23)c2c(cc(cc2)C#N)cc1
242,C7103,5.6403609,2.3648211,3.2755398,c1cc2cc3c(cc2cc1)c1c(c2c(cc1cc3)c1cc3c(cccc3)cc1cc2)C#N
243,C734,5.148132,2.9256192000000003,2.2225128,c1cc2c(cc1)cc1cc3cc4c(ccc5c4ccc4c5ccc(c4)C#N)cc3cc1c2
244,C8132,5.5810431,2.8301121,2.750931,c1cc2cc3cc4c5ccccc5c5c(ccc6c5c5c(cccc5)cc6)c4cc3c(c2cc1)C#N
245,C8113,5.4702984,2.5411419,2.9291565,c1cc2c(c(c1)C#N)c1c(cc2)c2cc3cc4c5ccccc5c5ccccc5c4cc3cc2cc1
246,C8122,5.787567,2.2385667,3.5490003,c1cc2c(c(c1)C#N)c1c(cc2)c2c(cc1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(cccc2)cc1
247,C8142,5.3489418,3.0377244,2.3112174000000003,c1cc2cc3cc4c(cc3cc2cc1)c1cc2cc3c(c5c(cccc5)cc3cc2cc1cc4)C#N
248,C8148,5.2096266,2.8154187000000004,2.3942079,c1cc2cc3cc4c(cc3cc2cc1)c1cc2cc3cc5c(cccc5)cc3cc2cc1c(c4)C#N
249,C775,5.4354696,2.7090276,2.726442,c1cc2c(cc1)cc1cc3c(ccc4c3cc(c3c4c4c(cccc4)cc3)C#N)cc1c2
250,C776,5.3606421,2.6105274,2.7501147,c1cc2c(cc1)cc1cc3c(ccc4c3ccc3c4c4c(cccc4)cc3C#N)cc1c2
251,C7126,5.5775058,2.7384144,2.8390914,c1cc2c(cc1)c1c(cc2C#N)cc2cc3ccc4c(ccc5c4cccc5)c3cc2c1
252,C787,5.7258003,2.7378702,2.9879301000000003,c1cc2cc3c(cc2cc1)c1cc2cc4c(ccc5ccccc45)c(c2cc1cc3)C#N
253,C833,4.9835115000000005,3.2137731000000005,1.7697384,c1cc2c(cc1)cc1cc3cc4c(c5c(ccc6c5ccc5c6cccc5)cc4cc3cc1c2)C#N
254,C856,5.1576555,3.0698322,2.0878233,c1cc2c(cc1)cc1cc3cc4c(cc(c5c4c4cc6ccccc6cc4cc5)C#N)cc3cc1c2
255,C786,5.6251233,2.5691682,3.0559551,c1cc2cc3c(cc2cc1)c1cc2cc4c(ccc5ccccc45)cc2cc1c(c3)C#N
256,C797,5.3587374,2.715558,2.6431794,c1cc2c(cc1)cc1cc3c(ccc4c3c3ccccc3c3c4ccc(c3)C#N)cc1c2
257,C5113,5.5554657,2.6940621,2.8614036,c12c(cc3c(c1)c1c(cc3)cc(cc1)C#N)cc1c(c2)cccc1
258,C6205,6.0373548,2.1895887000000003,3.8477661,c1cc2c(cc1)c1cc3c(cc1cc2)c1c(ccc(c1)C#N)c1ccccc31
259,C6159,5.8945023,2.4249552000000003,3.4695471,c1cc2c(cc1)c1cc3c(ccc4cc5ccccc5cc34)c(c1cc2)C#N
260,C684,5.8221237,2.5397814000000003,3.2823423,c1c(c2cc3c(cc2cc1)c1c(cc3)c2c(ccc3ccccc23)cc1)C#N
261,C6326,5.9706903,2.3060475,3.6646427999999993,c1c(c2c(cc1)c1c(cc2)c2c(c3ccccc13)c1c(cccc1)cc2)C#N
262,C431,6.1581672,2.1961191,3.9620481,c1ccc2c(c1)c1c(cc2)c2c(cc1C#N)cccc2
263,C61911,5.997084000000001,2.1928539,3.8042301000000007,c1cc2c(c(c1)C#N)c1c(cc2)c2c(cc1)c1c(cccc1)c1ccccc21
264,C6302,5.861034,2.4371997,3.4238343,c1cc2c(cc1C#N)cc1c(c2)c2c(cccc2)c2c1c1c(cccc1)cc2
265,C424,6.2430624,2.2453692,3.9976932,c1cc2c(cc1)c1c(ccc3cc(ccc13)C#N)cc2
266,C546,5.9930025,2.2464576,3.7465449,c1cc2c(c(c1)C#N)c1c(cc2)c2ccccc2c2c1cccc2
267,C51.1,6.1864656,2.3109453,3.8755203,c1cc2c(cc1)c1c(cc2C#N)c2c(ccc3c2cccc3)cc1
268,C5122,5.242550700000001,3.1065657,2.135985,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc(cc1)C#N
269,C62.14,5.3103036,3.0839814,2.2263222000000003,c12c(cc3c(c1)c1c(cc3)cccc1)cc1c(c2)c(c2c(c1)cccc2)C#N
270,C6188,5.6871621,2.4674028,3.2197593,c1cc2cc3c(cc2cc1)c1c(cc3)c2c(cc(cc2)C#N)c2ccccc12
271,C587,5.9957235,2.4706680000000003,3.5250555,c1cc2cc3c(cc2cc1)c1cc2ccccc2cc1c(c3)C#N
272,C6284,5.8419870000000005,2.4361113,3.4058757,c1cc2c(cc1)c1cc3c(ccc4c3c3c(cccc3)cc4)cc1c(c2)C#N
273,C6241,5.7500172,2.2124451,3.5375721000000007,c1cc2c(c(c1)C#N)c1c3c4c(cccc4)ccc3c3ccccc3c1cc2
274,C62.11,5.314385100000001,3.0363639,2.2780212000000004,c12c(cc3c(c1)c1c(cc3)cccc1)cc1c(c2)cc2c(c1)cc(cc2)C#N
275,C6295,5.9981724000000005,2.3161152,3.6820572,c1cc2c(cc1)c1c(cc2)c2c(cc1)cc(c1c2ccc2c1cccc2)C#N
276,C432,6.2381646,2.3215572,3.9166074000000006,c1ccc2c(c1)c1c(cc2)c2c(c(c1)C#N)cccc2
277,C6158,5.9568132,2.47611,3.4807032,c1cc2c(cc1)c1cc3c(c(cc4cc5ccccc5cc34)C#N)cc1cc2
278,C664,5.6360073,2.6137926000000005,3.0222147,c1cc2c(cc1)c1cc3cc4c(ccc5cc(ccc45)C#N)cc3cc1cc2
279,C6143,5.7930090000000005,2.2810143000000003,3.5119947000000007,c1cc2c(cc1)cc1c(ccc3c1cc1ccc4c(cccc4C#N)c1c3)c2
280,C61.6,5.0436456000000005,3.3408438,1.7028018,c1ccc2c(c1)cc1c(c2)cc2c(c1)c(c1c(c2)cc2c(c1)cccc2)C#N
281,C593,5.7913764,2.4693075,3.3220689,c12c(cc3c(c1)c1c(cc3)ccc3c1ccc(c3)C#N)cccc2
282,C566,6.0746325,2.4535257,3.6211068,c1c(c2cc3c(cc2cc1)c1c(cccc1)c1ccccc31)C#N
283,C678,5.911372500000001,2.4878103,3.4235622,c1cc2c(cc1)c1c(cc2)c2c(c(c1)C#N)cc1ccc3ccccc3c1c2
284,C656,5.6338305,2.6358327,2.9979978000000003,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2cc2c(c1)cc(cc2)C#N
285,C6107,5.4942432,2.8178676,2.6763756,c12c(cc3c(c1)c1c(c(c3)C#N)ccc3c1cccc3)cc1c(c2)cccc1
286,C6342,6.0196683,2.2614231,3.7582452000000006,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(c(c2)C#N)c2c(cccc2)cc1
287,C51111,5.6346468,2.7988206,2.8358262,c12c(cc3c(c1)c1c(cc3)cccc1)cc1c(c2)cc(cc1)C#N
288,C534,6.1317735,2.1729906,3.958782900000001,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cc(cc1)C#N)cc2
289,C423,6.2207502,2.2668651,3.9538851,c1cc2c(cc1)c1c(ccc3c(cccc13)C#N)cc2
290,C5411,5.9968119,2.1302709,3.866541,c1cc2c(cc1)c1c(cc2)c2cccc(c2c2c1cccc2)C#N
291,C5104,5.8082466,2.4227784,3.3854682000000005,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2ccc(c1)C#N
292,C444,5.953548,2.2491786,3.7043694,c12c(cc3c(c1)c1c(cc3)c(ccc1)C#N)cccc2
293,C6322,6.0014376,2.3952963,3.6061413,c1cc2c(cc1)c1c(cc2C#N)c2c(c3ccccc13)c1c(cccc1)cc2
294,C51.6,6.1263315,2.2761165,3.850215,c1cc2c(cc1)c1c(cc2)c2c(ccc3c2cccc3)cc1C#N
295,C4412,5.9965398,2.5490328,3.4475069999999994,c12c(cc3c(c1C#N)c1c(cc3)cccc1)cccc2
296,C448,6.0076959,2.4989664,3.5087294999999994,c12c(cc3c(c1)c1c(cc3)cccc1)c(ccc2)C#N
297,C51.13,5.9260659,2.1699975,3.7560684,c1cc2c(cc1)c1c(cc2)c2c(ccc3c2c(ccc3)C#N)cc1
298,C526,6.1587114000000005,2.2450971,3.9136143,c1cc2c(cc1)c1c(cc2)ccc2c1c1c(cccc1)cc2C#N
299,C653,5.633014200000001,2.6997762,2.933238,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2cc2c(c1C#N)cccc2
300,C6221,5.8713738,2.5212786,3.3500952,c1cc2c(cc1)c1c(cc2)c2c(c(cc3cc4ccccc4cc23)C#N)cc1
301,C6255,6.0686463,2.2635999,3.8050464000000006,c1(cc2c(cc1)c1c(cc2)ccc2c1c1c(cccc1)c1ccccc21)C#N
302,C63.1,5.6645778,2.759094,2.9054838000000003,c12c(cc3c(c1)cc1c(c3)ccc3c1cc1c(c3)cccc1)cc(cc2)C#N
303,C6343,6.0357222,2.3212851,3.7144371,c1cc2c(cc1)c1c(cc2C#N)c2c(cc1)c1c(cc2)c2c(cccc2)cc1
304,C6316,6.0109611,2.2524438000000004,3.7585173,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(ccc3cc(ccc13)C#N)cc2
305,C553,6.0517761,2.3057754,3.7460007000000006,c1(cc2c(cc1)c1cc3c(ccc4ccccc34)cc1cc2)C#N
306,C6198,6.009600600000001,2.2176150000000003,3.7919856,c1cc2c(cc1)c1c(c(c2)C#N)c2c(cc1)c1c(cccc1)c1ccccc21
307,C6213,5.8811694,2.4497163,3.4314531,c1cc2c(cc1)c1cc3c(cc1cc2)c1c(c(c3)C#N)c2c(cccc2)cc1
308,C449,6.056946,2.4668586,3.5900874000000003,c12c(cc3c(c1)c1c(cc3)cccc1)cc(cc2)C#N
309,C554,6.021573,2.1759837,3.8455893,c1c(c2c(cc1)c1cc3c(ccc4ccccc34)cc1cc2)C#N
310,C582,5.8373613,2.4399207,3.3974406,c1cc2cc3c(cc2cc1)c1cc2c(cccc2cc1cc3)C#N
311,C6194,6.0087843,2.1090471,3.8997372,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(c(ccc1)C#N)c1ccccc21
312,C412,6.4381581,2.0932653,4.3448928,c1cc2c(cc1)c1c(cccc1)c1c2cccc1C#N
313,C6195,6.0659253,2.0938095000000003,3.9721158,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cccc1)c1c(cccc21)C#N
314,C6306,5.8164096,2.3865891,3.4298205,c1cc2c(cc1)cc1c(c2)c2c(cccc2)c2c1c1c(c(ccc1)C#N)cc2
315,C6259,6.067830000000001,2.0913606,3.9764694,c1cc2c(cc1)c1c(cc2)ccc2c1c1c(cccc1)c1ccc(cc21)C#N
316,C6155,5.937494099999999,2.4303972,3.5070969,c1cc2c(cc1)c1cc3c(ccc4cc5c(cccc5cc34)C#N)cc1cc2
317,C6287,5.6365515,2.3161152,3.3204363,c1cc2c(cc1)c1cc3c(ccc4c3c3c(cccc3C#N)cc4)cc1cc2
318,C442,5.972050800000001,2.3566581,3.6153927,c12c(cc3c(c1)c1c(cc3)ccc(c1)C#N)cccc2
319,C6199,6.0721836,2.1991122,3.8730714,c1c(c2c(cc1)c1c(cc2)c2c(cc1)c1c(cccc1)c1ccccc21)C#N
320,C6197,5.935861500000001,2.1036051,3.832256400000001,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cccc1)c1cccc(c21)C#N
321,C6319,6.0082401,2.2404714,3.7677687,c1c(c2c(cc1)c1c(cc2)c2c(cc1)c1c(ccc3ccccc13)cc2)C#N
322,C62.16,5.2643187000000005,3.0287451,2.2355736,c12c(cc3c(c1C#N)c1c(cc3)cccc1)cc1c(c2)cc2c(c1)cccc2
323,C6282,5.8681086,2.5125714,3.3555372,c1cc2c(cc1)c1cc3c(c(cc4c3c3c(cccc3)cc4)C#N)cc1cc2
324,C524,6.1127265,2.2325805,3.880146,c1cc2c(cc1)c1c(cc2)ccc2c1c1c(c(ccc1)C#N)cc2
325,C674,5.876271600000001,2.3631885,3.5130831,c1(cc2c(cc1)c1c(cc2)c2c(cc1)cc1ccc3ccccc3c1c2)C#N
326,C696,5.9845674,2.2548927,3.7296747,c1cc2c(cc1)c1c(c(c2)C#N)ccc2c1ccc1c2c2ccccc2cc1
327,C6144,5.824844700000001,2.3131221,3.5117226,c1cc2c(cc1)cc1c(ccc3c1cc1ccc4c(ccc(c4)C#N)c1c3)c2
328,C6157,5.9312358000000005,2.4614166,3.4698192000000008,c1cc2c(cc1)c1cc3c(cc(c4cc5ccccc5cc34)C#N)cc1cc2
329,C6186,5.4977805,2.3071359,3.1906446,c1cc2cc3c(cc2cc1)c1c(cc3)c2c(cccc2)c2cccc(c12)C#N
330,C565,6.0822513,2.4967896,3.5854617,c1cc2c(c3c(cc2cc1)c1c(cccc1)c1ccccc31)C#N
331,C688,5.806614000000001,2.5990992,3.2075148,c1cc2cc3c(c(c2cc1)C#N)c1c(cc3)c2c(ccc3ccccc23)cc1
332,C61416,5.7426705,2.4124386,3.3302319,c1cc2c(cc1)cc1c(ccc3c1c(c1ccc4c(cccc4)c1c3)C#N)c2
333,C6315,5.9951793,2.2652325,3.7299468,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(ccc3c(cccc13)C#N)cc2
334,C6184,5.7747783,2.5751544,3.1996239,c1(cc2cc3c(cc2cc1)c1c(cc3)c2c(cccc2)c2ccccc12)C#N
335,C445,6.0387153,2.4717564000000003,3.5669588999999995,c12c(cc3c(c1)c1c(c(c3)C#N)cccc1)cccc2
336,C547,5.9622552,2.1319035,3.830351700000001,c1cc2c(cc1)c1c(cc2)c2ccccc2c2c1c(ccc2)C#N
337,C536,5.9951793,2.2018332000000003,3.7933461,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cccc1C#N)cc2
338,C6236,5.7845739,2.4045477,3.3800262,c1cc2c(cc1)c1cc3c(cc1c(c2)C#N)c1c(ccc2c1cccc2)cc3
339,C6412,5.5434933,2.8469823,2.696511,c1c(cc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)c2c(cc1)cccc2)C#N
