,No,IP,EA,BG,smiles
161,3N61_7,5.635191000000001,4.1002749,1.5349161000000004,c1c(N(=O)=O)c2cc3cc4cc5cc6c(ccc(N(=O)=O)c6)cc5cc4cc3cc2c(N(=O)=O)c1
162,3N61_8,5.6422656,3.9903465,1.6519190999999998,c1cc2cc3cc4cc5cc6c(ccc(N(=O)=O)c6N(=O)=O)cc5cc4cc3c(N(=O)=O)c2cc1
163,3N61_9,5.7679758,4.1353758,1.6326,c1cc2cc3c(N(=O)=O)c4cc5cc6c(ccc(N(=O)=O)c6)c(N(=O)=O)c5cc4cc3cc2cc1
164,3N62_1,6.143473800000001,4.0028631,2.1406107000000008,c1(N(=O)=O)cc2c(cc1)c(N(=O)=O)c1cc3cc4c(cc(N(=O)=O)c5c4cccc5)cc3cc1c2
165,3N62_10,5.9951793,3.8412357,2.1539436000000003,c1cc2c(c(N(=O)=O)c1)cc1cc3cc4c(cc(N(=O)=O)c5c4cccc5)c(N(=O)=O)c3cc1c2
166,3N62_11,6.070551,3.8929347,2.1776163,c1(N(=O)=O)cc2c(cc1)cc1cc3cc4c(ccc5c4ccc(N(=O)=O)c5)c(N(=O)=O)c3cc1c2
167,3N62_12,5.965248300000001,3.7394703,2.2257780000000005,c1cc2c(c(N(=O)=O)c1)cc1c(N(=O)=O)c3cc4c(ccc5c4cc(N(=O)=O)cc5)cc3cc1c2
168,3N62_2,6.0667416,3.86382,2.2029216000000003,c1cc2c(cc1)c(N(=O)=O)c1c(N(=O)=O)c3cc4c(cc(N(=O)=O)c5c4cccc5)cc3cc1c2
169,3N62_3,6.0789861,3.8684457,2.2105404,c1(N(=O)=O)cc2c(cc1)cc1cc3c(N(=O)=O)c4c(cc(N(=O)=O)c5c4cccc5)cc3cc1c2
170,3N62_4,5.7900159,3.7008321,2.0891838000000003,c1cc2c(cc1)cc1cc3c(N(=O)=O)c4c(ccc5c4ccc(N(=O)=O)c5N(=O)=O)cc3cc1c2
171,3N62_5,5.8909650000000005,3.692397,2.1985680000000003,c1cc2c(cc1)c(N(=O)=O)c1cc3cc4c(c(N(=O)=O)c(N(=O)=O)c5c4cccc5)cc3cc1c2
172,3N62_6,6.0449736000000005,3.7840947,2.2608789,c1(N(=O)=O)cc2c(cc1N(=O)=O)cc1cc3cc4c(ccc5c4cc(N(=O)=O)cc5)cc3cc1c2
173,3N62_7,5.7094743,3.9198726,1.7896017,c1cc2c(cc1)cc1cc3cc4c(c(N(=O)=O)cc5c4cc(N(=O)=O)cc5N(=O)=O)cc3cc1c2
174,3N62_8,5.9396709,3.755796300000001,2.1838746,c1cc2c(cc1)cc1cc3cc4c(ccc5c4cccc5N(=O)=O)c(N(=O)=O)c3c(N(=O)=O)c1c2
175,3N62_9,6.0629322,3.8918463,2.1710859,c1cc2c(cc1N(=O)=O)cc1c(N(=O)=O)c3cc4c(c(N(=O)=O)cc5c4cccc5)cc3cc1c2
176,3N72_1,5.7306981,3.958782900000001,1.7719151999999996,c1cc2c(cc1)cc1c(N(=O)=O)c3cc4cc5c(ccc6c5cccc6)c(N(=O)=O)c4c(N(=O)=O)c3cc1c2
177,3N72_10,5.7565476,3.9457221,1.8108255,c1cc2c(cc1)c(N(=O)=O)c1cc3cc4cc5c(ccc6c5ccc(N(=O)=O)c6)cc4c(N(=O)=O)c3cc1c2
178,3N72_2,5.5219974,3.8020533,1.7199441000000004,c1cc2c(c(N(=O)=O)c1)cc1cc3cc4cc5c(c(N(=O)=O)cc6c5cc(N(=O)=O)cc6)cc4cc3cc1c2
179,3N72_3,5.750833500000001,3.9443616,1.8064719,c1(N(=O)=O)cc2c(cc1)cc1cc3cc4cc5c(ccc6c5cccc6N(=O)=O)cc4c(N(=O)=O)c3cc1c2
180,3N72_4,5.8150491,4.0099377,1.8051114000000004,c1(N(=O)=O)cc2c(cc1)cc1c(N(=O)=O)c3cc4cc5c(ccc6c5cccc6)c(N(=O)=O)c4cc3cc1c2
181,3N72_5,5.6762781,3.8923905,1.7838875999999997,c1cc2c(cc1)cc1c(N(=O)=O)c3cc4cc5c(c(N(=O)=O)cc6c5cccc6)cc4c(N(=O)=O)c3cc1c2
182,3N72_6,5.5565541000000005,3.842596200000001,1.7139578999999998,c1cc2c(cc1)cc1cc3cc4cc5c(c(N(=O)=O)cc6c5cccc6)c(N(=O)=O)c4c(N(=O)=O)c3cc1c2
183,3N72_7,5.6229465,3.8466777,1.7762688000000002,c1cc2c(cc1N(=O)=O)cc1cc3cc4cc5c(ccc6c5cc(N(=O)=O)c(N(=O)=O)c6)cc4cc3cc1c2
184,3N72_8,5.6009064,3.8730714,1.727835,c1cc2c(c(N(=O)=O)c1N(=O)=O)cc1cc3cc4cc5c(ccc6c5cccc6N(=O)=O)cc4cc3cc1c2
185,3N72_9,5.765799,3.9767415,1.7890575000000002,c1(N(=O)=O)cc2c(cc1)c(N(=O)=O)c1cc3cc4cc5c(ccc6c5cccc6)c(N(=O)=O)c4cc3cc1c2
186,3N73_1,5.915998200000001,3.7397424,2.1762558,c1cc2c(N(=O)=O)c3c(cc2cc1)c1cc2cc4c(N(=O)=O)c5cccc(N(=O)=O)c5cc4cc2cc1cc3
187,3N73_10,5.6234907,3.5794755,2.0440152,c1c(N(=O)=O)c2c(N(=O)=O)c3c(cc2cc1)c1cc2cc4cc5ccccc5cc4cc2cc1c(N(=O)=O)c3
188,3N73_2,6.007423800000001,3.8453172,2.1621066,c1cc2cc3c(cc2cc1)c1cc2cc4c(N(=O)=O)c5c(N(=O)=O)cccc5cc4c(N(=O)=O)c2cc1cc3
189,3N73_3,5.749473,3.5623332000000003,2.1871397999999997,c1(N(=O)=O)cc2cc3c(cc2cc1N(=O)=O)c1cc2cc4cc5ccccc5cc4cc2c(N(=O)=O)c1cc3
190,3N73_4,5.8768158,3.7098114,2.1670044000000006,c1cc2cc3c(cc2c(N(=O)=O)c1)c1cc2cc4c(N(=O)=O)c5cc(N(=O)=O)ccc5cc4cc2cc1cc3
191,3N73_5,5.7973626000000005,3.499206,2.2981566000000004,c1cc2c(N(=O)=O)c3c(c(N(=O)=O)c2cc1)c1cc2cc4cc5cc(N(=O)=O)ccc5cc4cc2cc1cc3
192,3N73_6,5.8183143,3.6447795,2.1735348,c1cc2cc3c(cc2c(N(=O)=O)c1)c1cc2cc4cc5c(N(=O)=O)cccc5c(N(=O)=O)c4cc2cc1cc3
193,3N73_7,5.9930025,3.7941624,2.1988401,c1(N(=O)=O)cc2cc3c(cc2cc1)c1cc2c(N(=O)=O)c4cc5cccc(N(=O)=O)c5cc4cc2cc1cc3
194,3N73_8,6.0177636,3.788176200000001,2.2295874,c1c(N(=O)=O)c2cc3c(cc2cc1)c1cc2cc4cc5ccc(N(=O)=O)cc5cc4c(N(=O)=O)c2cc1cc3
195,3N73_9,5.8493337,3.6303582,2.2189754999999995,c1cc2cc3c(cc2c(N(=O)=O)c1)c1cc2c(N(=O)=O)c4cc5cccc(N(=O)=O)c5cc4cc2cc1cc3
196,3N77_1,5.9040258,3.5492724,2.3547534000000003,c1cc2c(cc1N(=O)=O)c1cc3cc4cc5c(ccc6cccc(N(=O)=O)c56)cc4c(N(=O)=O)c3cc1cc2
197,3N77_2,6.0150426,3.6687243,2.3463183,c1cc2c(cc1)c1c(N(=O)=O)c3cc4cc5c(ccc6ccc(N(=O)=O)cc56)cc4c(N(=O)=O)c3cc1cc2
198,3N77_3,5.9862,3.6200184,2.3661816000000004,c1cc2c(cc1N(=O)=O)c1cc3cc4cc5c(c(N(=O)=O)cc6ccccc56)cc4c(N(=O)=O)c3cc1cc2
199,3N77_4,5.7377727,3.4755333000000004,2.2622394,c1(N(=O)=O)cc2c(cc1N(=O)=O)c1cc3cc4cc5c(ccc6cccc(N(=O)=O)c56)cc4cc3cc1cc2
200,3N77_5,5.9649762,3.6126717,2.3523045,c1cc2c(cc1)c1cc3cc4cc5c(c(N(=O)=O)cc6ccccc56)c(N(=O)=O)c4cc3c(N(=O)=O)c1cc2
201,3N77_6,5.9995329,3.6472284,2.3523045,c1cc2c(cc1)c1cc3cc4cc5c(ccc6ccc(N(=O)=O)cc56)c(N(=O)=O)c4cc3c(N(=O)=O)c1cc2
202,3N77_7,5.847429,3.5857338000000003,2.2616952,c1(N(=O)=O)cc2c(cc1N(=O)=O)c1cc3cc4cc5c(ccc6c(N(=O)=O)cccc56)cc4cc3cc1cc2
203,3N77_8,5.8036209,3.4698192,2.3338017000000004,c1cc2c(cc1)c1cc3cc4cc5c(ccc6cccc(N(=O)=O)c56)cc4cc3c(N(=O)=O)c1c(N(=O)=O)c2
204,3N77_9,5.8681086,3.719607,2.1485016000000003,c1cc2c(cc1N(=O)=O)c1cc3cc4cc5c(c(cc6ccc(cc56)N(=O)=O)N(=O)=O)cc4cc3cc1cc2
205,4N44_1,7.2756819,3.8602827,3.415399200000001,c1(N(=O)=O)cc2c(cc1)cc1c(c(N(=O)=O)c(N(=O)=O)c3c1cccc3N(=O)=O)c2
206,4N44_2,7.3311903,4.174014000000001,3.1571763,c1c(N(=O)=O)c2c(cc1N(=O)=O)c(N(=O)=O)c1c(ccc3c1cc(N(=O)=O)cc3)c2
207,4N44_3,7.311327,4.133199,3.178128,c1(N(=O)=O)cc2c(cc1)cc1c(c(N(=O)=O)c(N(=O)=O)c3c1cc(N(=O)=O)cc3)c2
208,4N44_4,7.3564956,4.0912956,3.2652,c1c(N(=O)=O)c2c(cc1N(=O)=O)cc1c(c(N(=O)=O)cc3c1cccc3N(=O)=O)c2
209,4N44_5,7.172556,3.9748368,3.1977192000000003,c1cc2c(cc1N(=O)=O)cc1c(ccc3c1cc(N(=O)=O)c(N(=O)=O)c3N(=O)=O)c2
210,4N44_6,7.251737100000001,4.0235427,3.228194400000001,c1(N(=O)=O)c(N(=O)=O)c2c(cc1)c(N(=O)=O)c1c(ccc3c1cc(N(=O)=O)cc3)c2
211,4N44_7,7.376631000000001,4.1587764,3.2178546000000003,c1cc2c(c(N(=O)=O)c1N(=O)=O)cc1c(cc(N(=O)=O)c3c1ccc(N(=O)=O)c3)c2
212,4N44_8,7.398398999999999,3.9084444,3.4899546,c1(N(=O)=O)cc2c(cc1N(=O)=O)cc1c(cc(N(=O)=O)c3c1cccc3N(=O)=O)c2
213,4N44_9,7.3186737,4.4273391,2.8913346,c1c(c2c(c(c1)N(=O)=O)cc1c(c(cc3c1cc(cc3)N(=O)=O)N(=O)=O)c2)N(=O)=O
214,4N45_1,6.7459032,4.2025845,2.5433187,c1c(N(=O)=O)c2cc3cc4c(c(N(=O)=O)c(N(=O)=O)c(N(=O)=O)c4)cc3cc2cc1
215,4N45_2,6.779371500000001,4.3269342,2.4524373000000006,c1(N(=O)=O)cc2cc3cc4c(c(N(=O)=O)c(N(=O)=O)cc4)c(N(=O)=O)c3cc2cc1
216,4N45_3,6.7516173,4.310064000000001,2.4415533,c1c(N(=O)=O)c2cc3c(N(=O)=O)c4c(c(N(=O)=O)ccc4)cc3cc2c(N(=O)=O)c1
217,4N45_4,6.7720248,4.2779562,2.4940686,c1cc2c(N(=O)=O)c3cc4c(ccc(N(=O)=O)c4N(=O)=O)cc3cc2c(N(=O)=O)c1
218,4N45_5,6.8210028000000005,4.3914219,2.4295809000000004,c1cc2c(N(=O)=O)c3c(N(=O)=O)c4c(ccc(N(=O)=O)c4)c(N(=O)=O)c3cc2cc1
219,4N45_6,6.818009700000001,4.294826400000001,2.5231833000000004,c1c(N(=O)=O)c2cc3cc4c(cccc4N(=O)=O)c(N(=O)=O)c3c(N(=O)=O)c2cc1
220,4N45_7,6.958685400000001,4.4564538,2.5022316000000004,c1(N(=O)=O)cc2cc3c(N(=O)=O)c4c(ccc(N(=O)=O)c4)cc3c(N(=O)=O)c2cc1
221,4N45_8,6.6966531,4.6055646,2.0910885,c1c(c2cc3cc4c(c(ccc4N(=O)=O)N(=O)=O)cc3cc2c(c1)N(=O)=O)N(=O)=O
222,4N511_1,6.7717527,4.1000028,2.6717499,c1(N(=O)=O)cc2c(c(N(=O)=O)c1)cc1c(N(=O)=O)c3c(c(N(=O)=O)cc4c3cccc4)cc1c2
223,4N511_2,6.607132200000001,3.9198726,2.6872596000000004,c1cc2c(cc1N(=O)=O)cc1cc3c(ccc4c3c(N(=O)=O)c(N(=O)=O)cc4)c(N(=O)=O)c1c2
224,4N511_3,6.6509403,4.000414200000001,2.6505261,c1(N(=O)=O)c(N(=O)=O)c2c(cc1)cc1cc3c(c(N(=O)=O)c(N(=O)=O)c4c3cccc4)cc1c2
225,4N511_4,6.6425052,3.9963327,2.6461725,c1cc2c(c(N(=O)=O)c1)cc1c(N(=O)=O)c3c(c(N(=O)=O)cc4c3cc(N(=O)=O)cc4)cc1c2
226,4N511_5,6.5091762,3.9130701,2.5961061,c1c(N(=O)=O)c2c(cc1)cc1cc3c(ccc4c3cc(N(=O)=O)c(N(=O)=O)c4N(=O)=O)cc1c2
227,4N511_6,6.6454983,4.145171400000001,2.5003269,c1c(N(=O)=O)c2c(c(N(=O)=O)c1)cc1c(N(=O)=O)c3c(ccc4c3cccc4N(=O)=O)cc1c2
228,4N511_7,6.7766505,4.253467199999999,2.5231833000000004,c1c(N(=O)=O)c2c(cc1N(=O)=O)c(N(=O)=O)c1cc3c(ccc4c3cc(N(=O)=O)cc4)cc1c2
229,4N511_8,6.638695800000001,4.384075200000001,2.2546206,c1c(c2c(c(c1)N(=O)=O)cc1cc3c(c(cc4c3cc(cc4)N(=O)=O)N(=O)=O)cc1c2)N(=O)=O
230,4N512_1,6.329318100000001,4.2629907000000005,2.0663274000000005,c1c(N(=O)=O)c2c(N(=O)=O)c3c(N(=O)=O)c4cc5c(c(N(=O)=O)ccc5)cc4cc3cc2cc1
231,4N512_2,6.3276855,4.330471500000001,1.997214,c1c(N(=O)=O)c2cc3cc4c(N(=O)=O)c5c(cc(N(=O)=O)cc5N(=O)=O)cc4cc3cc2cc1
232,4N512_3,6.250681200000001,4.288023900000001,1.9626573,c1cc2c(N(=O)=O)c3cc4cc5c(c(N(=O)=O)ccc5N(=O)=O)cc4cc3cc2c(N(=O)=O)c1
233,4N512_4,6.2542185,4.2159174,2.0383011,c1cc2cc3cc4cc5c(cc(N(=O)=O)c(N(=O)=O)c5N(=O)=O)cc4cc3cc2c(N(=O)=O)c1
234,4N512_5,6.315713100000001,4.2673443,2.0483688000000004,c1cc2c(N(=O)=O)c3cc4cc5c(cccc5N(=O)=O)c(N(=O)=O)c4cc3cc2c(N(=O)=O)c1
235,4N512_6,6.2463276,4.3848915,1.8614361,c1cc2cc3cc4c(N(=O)=O)c5c(cc(N(=O)=O)c(N(=O)=O)c5)c(N(=O)=O)c4cc3cc2cc1
236,4N512_7,6.3913569,4.3247574,2.0665995,c1cc2cc3cc4cc5c(ccc(N(=O)=O)c5)cc4c(N(=O)=O)c3c(N(=O)=O)c2c(N(=O)=O)c1
237,4N512_8,6.174493200000001,4.5323697,1.6421235000000003,c1c(c2cc3cc4cc5c(c(ccc5N(=O)=O)N(=O)=O)cc4cc3cc2c(c1)N(=O)=O)N(=O)=O
238,4N55_1,7.2043917,3.9576945,3.2466972000000003,c1(N(=O)=O)cc2c(cc1)c1cc3c(cc(N(=O)=O)c4cc(N(=O)=O)c(N(=O)=O)cc34)cc1cc2
239,4N55_2,7.082218800000001,3.7625988,3.319620000000001,c1c(N(=O)=O)c2c(cc1)c1c(N(=O)=O)c3c(ccc4c(N(=O)=O)c(N(=O)=O)ccc34)cc1cc2
240,4N55_3,6.899367600000001,3.8279028,3.0714648,c1(N(=O)=O)cc2c(c(N(=O)=O)c1N(=O)=O)c1cc3c(ccc4ccccc34)c(N(=O)=O)c1cc2
241,4N55_4,7.240581000000001,4.004767800000001,3.2358132,c1cc2c(cc1N(=O)=O)c1cc3c(ccc4cc(N(=O)=O)ccc34)c(N(=O)=O)c1c(N(=O)=O)c2
242,4N55_5,7.095823800000001,3.8292633,3.2665605000000006,c1(N(=O)=O)c(N(=O)=O)c2c(cc1)c1cc3c(ccc4c(N(=O)=O)cccc34)cc1c(N(=O)=O)c2
243,4N55_6,7.2928242,3.7789248,3.5138994,c1c(N(=O)=O)c2c(cc1)c1cc3c(cc(N(=O)=O)c4cc(N(=O)=O)ccc34)c(N(=O)=O)c1cc2
244,4N55_7,7.1529648,3.7628709,3.3900939,c1c(N(=O)=O)c2c(cc1)c1cc3c(c(N(=O)=O)c(N(=O)=O)c4cc(N(=O)=O)ccc34)cc1cc2
245,4N55_8,7.2419415,4.091839800000001,3.1501017,c1cc2c(cc1N(=O)=O)c1cc3c(c(cc4ccc(cc34)N(=O)=O)N(=O)=O)cc1c(c2)N(=O)=O
246,4N61_1,5.9965398,4.4686983,1.5278415000000003,c1(N(=O)=O)cc2cc3cc4cc5c(N(=O)=O)c6c(c(N(=O)=O)cc(N(=O)=O)c6)cc5cc4cc3cc2cc1
247,4N61_2,6.0387153,4.3865241,1.6521912,c1(N(=O)=O)cc2cc3c(N(=O)=O)c4cc5cc6c(ccc(N(=O)=O)c6N(=O)=O)cc5cc4cc3cc2cc1
248,4N61_3,5.9905536,4.3187712000000005,1.6717824,c1(N(=O)=O)cc2c(N(=O)=O)c3cc4cc5cc6c(c(N(=O)=O)ccc6)c(N(=O)=O)c5cc4cc3cc2cc1
249,4N61_4,6.0041586,4.3628514,1.6413071999999995,c1(N(=O)=O)cc2cc3cc4cc5cc6c(cccc6N(=O)=O)cc5cc4c(N(=O)=O)c3cc2c(N(=O)=O)c1
250,4N61_5,6.1072845,4.4414883,1.6657962000000006,c1(N(=O)=O)cc2cc3cc4cc5cc6c(cc(N(=O)=O)cc6)c(N(=O)=O)c5cc4c(N(=O)=O)c3cc2cc1
251,4N61_6,5.9783091,4.3682934,1.6100157000000002,c1(N(=O)=O)cc2cc3cc4cc5c(N(=O)=O)c6c(cccc6)cc5cc4cc3c(N(=O)=O)c2c(N(=O)=O)c1
252,4N61_7,5.9342289,4.4278833,1.5063456,c1(N(=O)=O)cc2cc3cc4cc5cc6c(c(N(=O)=O)c(N(=O)=O)cc6N(=O)=O)cc5cc4cc3cc2cc1
253,4N61_8,6.0017097,4.4009454,1.6007642999999998,c1(N(=O)=O)cc2cc3c(N(=O)=O)c4cc5cc6c(cccc6N(=O)=O)cc5cc4cc3cc2c(N(=O)=O)c1
254,4N61_9,5.7894717,4.470875100000001,1.3185965999999991,c1c(c2cc3cc4cc5cc6c(c(ccc6N(=O)=O)N(=O)=O)cc5cc4cc3cc2c(c1)N(=O)=O)N(=O)=O
255,4N62_1,6.1698675000000005,3.9761973,2.1936702,c1c(N(=O)=O)c2c(cc1)cc1cc3c(N(=O)=O)c4c(ccc5c4cc(N(=O)=O)cc5N(=O)=O)cc3cc1c2
256,4N62_2,6.3981594,4.2401343,2.1580251,c1cc2c(cc1N(=O)=O)cc1c(N(=O)=O)c3cc4c(cc(N(=O)=O)c5c4cc(N(=O)=O)cc5)cc3cc1c2
257,4N62_3,6.4302672,4.2409506,2.1893166,c1(N(=O)=O)cc2c(cc1)c(N(=O)=O)c1cc3cc4c(ccc5c4ccc(N(=O)=O)c5)c(N(=O)=O)c3cc1c2
258,4N62_4,6.061299600000001,3.997149,2.0641506000000005,c1cc2c(c(N(=O)=O)c1N(=O)=O)c(N(=O)=O)c1cc3cc4c(ccc5c4c(N(=O)=O)ccc5)cc3cc1c2
259,4N62_5,6.3200667,4.168572,2.1514947,c1(N(=O)=O)cc2c(c(N(=O)=O)c1)cc1cc3cc4c(cc(N(=O)=O)c5c4cccc5N(=O)=O)cc3cc1c2
260,4N62_6,6.3527187000000005,4.1459877,2.206731,c1cc2c(c(N(=O)=O)c1)cc1c(N(=O)=O)c3cc4c(cc(N(=O)=O)c5c4ccc(N(=O)=O)c5)cc3cc1c2
261,4N62_7,6.293673,4.2164616,2.0772114000000004,c1(N(=O)=O)cc2c(c(N(=O)=O)c1)c(N(=O)=O)c1cc3cc4c(ccc5c4cccc5N(=O)=O)cc3cc1c2
262,4N62_8,6.1323177,4.3457091,1.7866086,c1c(c2c(c(c1)N(=O)=O)cc1cc3cc4c(c(cc5c4cc(cc5)N(=O)=O)N(=O)=O)cc3cc1c2)N(=O)=O
263,4N72_1,6.0139542,4.3206759,1.6932783000000002,c1(N(=O)=O)c(N(=O)=O)c2c(cc1)cc1c(N(=O)=O)c3cc4cc5c(ccc6c5cccc6)cc4c(N(=O)=O)c3cc1c2
264,4N72_2,6.014226300000001,4.260269699999999,1.7539566000000004,c1cc2c(c(N(=O)=O)c1)cc1cc3c(N(=O)=O)c4cc5c(cc(N(=O)=O)c6c5cccc6)cc4c(N(=O)=O)c3cc1c2
265,4N72_3,5.8972233,4.2355086,1.6617147000000003,c1c(N(=O)=O)c2c(c(N(=O)=O)c1)cc1cc3cc4cc5c(ccc6c5cc(N(=O)=O)cc6)cc4cc3c(N(=O)=O)c1c2
266,4N72_4,5.6196813,4.0363314,1.5833498999999998,c1cc2c(cc1)cc1cc3cc4cc5c(ccc6c5cc(N(=O)=O)c(N(=O)=O)c6N(=O)=O)c(N(=O)=O)c4cc3cc1c2
267,4N72_5,5.9715066,4.2613581,1.7101484999999998,c1c(N(=O)=O)c2c(cc1)c(N(=O)=O)c1c(N(=O)=O)c3cc4cc5c(ccc6c5ccc(N(=O)=O)c6)cc4cc3cc1c2
268,4N72_6,5.8079745,4.1601369,1.6478376,c1(N(=O)=O)cc2c(cc1)cc1cc3cc4cc5c(c(N(=O)=O)cc6c5cc(N(=O)=O)cc6N(=O)=O)cc4cc3cc1c2
269,4N72_7,5.809335,4.2099312,1.5994038,c1c(N(=O)=O)c2c(c(N(=O)=O)c1)c(N(=O)=O)c1cc3cc4cc5c(c(N(=O)=O)cc6c5cccc6)cc4cc3cc1c2
270,4N72_8,5.7538266,4.313873399999999,1.4399532000000006,c1c(c2c(c(c1)N(=O)=O)cc1cc3cc4cc5c(c(cc6c5cc(cc6)N(=O)=O)N(=O)=O)cc4cc3cc1c2)N(=O)=O
271,4N73_1,5.9647041,3.8017812,2.1629228999999994,c1(N(=O)=O)cc2cc3c(cc2c(N(=O)=O)c1N(=O)=O)c1cc2cc4cc5ccc(N(=O)=O)cc5cc4cc2cc1cc3
272,4N73_2,6.2841495,4.0200054000000005,2.2641440999999998,c1(N(=O)=O)cc2cc3c(cc2cc1)c1cc2cc4cc5cc(N(=O)=O)ccc5cc4c(N(=O)=O)c2cc1c(N(=O)=O)c3
273,4N73_3,6.177486300000001,4.0017747,2.1757116,c1(N(=O)=O)c(N(=O)=O)c2cc3c(cc2cc1)c1cc2cc4cc5ccc(N(=O)=O)cc5c(N(=O)=O)c4cc2cc1cc3
274,4N73_4,6.195717,3.9721158,2.2236012000000005,c1(N(=O)=O)cc2cc3c(c(N(=O)=O)c2cc1)c1cc2cc4cc5ccc(N(=O)=O)cc5cc4c(N(=O)=O)c2cc1cc3
275,4N73_5,6.2234712000000005,3.9976932,2.2257780000000005,c1(N(=O)=O)cc2cc3c(cc2cc1N(=O)=O)c1cc2cc4c(N(=O)=O)c5ccc(N(=O)=O)cc5cc4cc2cc1cc3
276,4N73_6,6.1461948,3.8975604,2.2486344,c1c(N(=O)=O)c2cc3c(cc2cc1N(=O)=O)c1cc2cc4c(N(=O)=O)c5ccccc5c(N(=O)=O)c4cc2cc1cc3
277,4N73_7,6.1578951,4.070616,2.0872791,c1cc2cc3c(cc2cc1N(=O)=O)c1c(N(=O)=O)c2cc4cc5c(N(=O)=O)ccc(N(=O)=O)c5cc4cc2cc1cc3
278,4N73_8,6.1045635,4.0412292,2.0633343,c1cc2cc3c(cc2cc1N(=O)=O)c1cc2cc4cc5c(ccc(c5cc4cc2cc1c(c3)N(=O)=O)N(=O)=O)N(=O)=O
279,4N77_1,6.1625208,3.8695341,2.2929867,c1cc2c(cc1N(=O)=O)c1cc3cc4cc5c(c(N(=O)=O)cc6c(N(=O)=O)cccc56)c(N(=O)=O)c4cc3cc1cc2
280,4N77_2,6.0427968000000005,3.8096721,2.2331247000000003,c1cc2c(c(N(=O)=O)c1)c1cc3cc4cc5c(cc(N(=O)=O)c6c(N(=O)=O)cc(N(=O)=O)cc56)cc4cc3cc1cc2
281,4N77_3,6.0749046,3.7054578,2.3694468,c1cc2c(c(N(=O)=O)c1)c1cc3cc4cc5c(c(N(=O)=O)cc6c(N(=O)=O)cccc56)cc4cc3c(N(=O)=O)c1cc2
282,4N77_4,6.2063289,4.0360593,2.1702696,c1c(N(=O)=O)c2c(cc1N(=O)=O)c1cc3cc4cc5c(ccc6ccccc56)cc4c(N(=O)=O)c3c(N(=O)=O)c1cc2
283,4N77_5,6.1717722,3.8064069,2.3653653,c1cc2c(cc1N(=O)=O)c1c(N(=O)=O)c3cc4cc5c(ccc6c(N(=O)=O)c(N(=O)=O)ccc56)cc4cc3cc1cc2
284,4N77_6,5.9837511,3.8219166,2.1618345,c1cc2c(cc1N(=O)=O)c1cc3cc4cc5c(ccc6c(N(=O)=O)cc(N(=O)=O)c(N(=O)=O)c56)cc4cc3cc1cc2
285,4N77_7,6.2098662,3.9386475,2.2712187000000004,c1(N(=O)=O)cc2c(cc1N(=O)=O)c1cc3cc4cc5c(cc(N(=O)=O)c6ccc(N(=O)=O)cc56)cc4cc3cc1cc2
286,4N77_8,6.1206174,3.921777300000001,2.1988401,c1cc2c(cc1N(=O)=O)c1cc3cc4cc5c(c(cc6ccc(cc56)N(=O)=O)N(=O)=O)cc4cc3cc1c(c2)N(=O)=O
287,N411,6.6114858000000005,2.8967766,3.7147092,c1cc2c(cc1)c1c(cccc1)c1c2ccc(c1)N(=O)=O
288,N412,6.4648239,2.5838616,3.8809623,c1cc2c(cc1)c1c(cccc1)c1c2cccc1N(=O)=O
289,N421,6.2514975,2.7495705,3.501927,c1cc2c(cc1)c1c(ccc3ccccc13)c(c2)N(=O)=O
290,N422,6.3176178,2.8363704000000003,3.4812474,c1cc2c(cc1)c1c(cc(c3ccccc13)N(=O)=O)cc2
291,N423,6.2784354,2.8170513,3.4613841,c1cc2c(cc1)c1c(ccc3c(cccc13)N(=O)=O)cc2
292,N424,6.345372,2.8989534,3.4464186,c1cc2c(cc1)c1c(ccc3cc(ccc13)N(=O)=O)cc2
293,N425,6.2822448,2.8752807,3.4069641,c1cc2c(cc1)c1c(ccc3ccc(cc13)N(=O)=O)cc2
294,N426,6.1342224000000005,2.6527029,3.4815195000000005,c1cc2c(cc1)c1c(ccc3cccc(c13)N(=O)=O)cc2
295,N431,6.1959891,2.568624,3.6273651,c1ccc2c(c1)c1c(cc2)c2c(cc1N(=O)=O)cccc2
296,N432,6.384282300000001,2.9754135,3.4088688,c1ccc2c(c1)c1c(cc2)c2c(c(c1)N(=O)=O)cccc2
297,N433,6.2487765,2.9601759,3.2886006,c1ccc2c(c1)c1c(cc2)c2c(cc1)c(ccc2)N(=O)=O
298,N434,6.2942172,2.8954161000000003,3.3988011,c1ccc2c(c1)c1c(cc2)c2c(cc1)cc(cc2)N(=O)=O
299,N435,6.2871426,2.8981371,3.3890055,c1ccc2c(c1)c1c(cc2)c2c(cc1)ccc(c2)N(=O)=O
300,N436,6.1151754,2.5805964,3.5345790000000004,c1ccc2c(c1)c1c(cc2)c2c(cc1)cccc2N(=O)=O
301,N441,5.8792647,2.5901199,3.2891448000000003,c1ccc2c(c1)cc1c(c2)ccc2c1c(ccc2)N(=O)=O
302,N4410,6.1587114000000005,2.9618085,3.1969029000000004,c1(ccc2c(c1)cc1c(c2)ccc2c1cccc2)N(=O)=O
303,N4411,6.0768093,3.0496968,3.0271125000000003,c1ccc2c(c1N(=O)=O)cc1c(c2)ccc2c1cccc2
304,N4412,6.0076959,2.6080785000000004,3.3996173999999995,c1ccc2c(c1)c(c1c(c2)ccc2c1cccc2)N(=O)=O
